"Source Name"	"Characteristics[Organism]"	"Term Source REF"	"Term Accession Number"	"Characteristics[Variant]"	"Term Source REF"	"Term Accession Number"	"Characteristics[Organism part]"	"Term Source REF"	"Term Accession Number"	"Protocol REF"	"Sample Name"	"Factor Value[Cell line]"	"Term Source REF"	"Term Accession Number"	"Factor Value[Glucose source]"	"Term Source REF"	"Term Accession Number"	"Factor Value[Level measurement type]"	"Term Source REF"	"Term Accession Number"	"Factor Value[Treatment]"	"Term Source REF"	"Term Accession Number"	"Factor Value[Timepoint]"	"Unit"	"Term Source REF"	"Term Accession Number"	"Factor Value[Cell number]"	"Term Source REF"	"Term Accession Number"
"27_67"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"27_67"	"wild type"	""	""	"Glucose 12C"	""	""	"MALDI (population level) measurement"	""	""	"Reference"	""	""	"n/a"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"n/a"	""	""
"27_68"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"27_68"	"wild type"	""	""	"Glucose 12C"	""	""	"MALDI (population level) measurement"	""	""	"Reference"	""	""	"n/a"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"n/a"	""	""
"27_69"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"27_69"	"wild type"	""	""	"Glucose 12C"	""	""	"MALDI (population level) measurement"	""	""	"Reference"	""	""	"n/a"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"n/a"	""	""
"27_70"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"27_70"	"wild type"	""	""	"Glucose 12C"	""	""	"MALDI (population level) measurement"	""	""	"Reference"	""	""	"n/a"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"n/a"	""	""
"27_71"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"27_71"	"wild type"	""	""	"Glucose 12C"	""	""	"MALDI (population level) measurement"	""	""	"Reference"	""	""	"n/a"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"n/a"	""	""
"27_72"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"27_72"	"wild type"	""	""	"Glucose 12C"	""	""	"MALDI (population level) measurement"	""	""	"Reference"	""	""	"n/a"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"n/a"	""	""
"27_73"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"27_73"	"wild type"	""	""	"Glucose 12C"	""	""	"MALDI (population level) measurement"	""	""	"Reference"	""	""	"n/a"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"n/a"	""	""
"27_74"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"27_74"	"wild type"	""	""	"Glucose 12C"	""	""	"MALDI (population level) measurement"	""	""	"Reference"	""	""	"n/a"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"n/a"	""	""
"27_75"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"27_75"	"wild type"	""	""	"Glucose 12C"	""	""	"MALDI (population level) measurement"	""	""	"Reference"	""	""	"n/a"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"n/a"	""	""
"27_76"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"27_76"	"wild type"	""	""	"Glucose 12C"	""	""	"MALDI (population level) measurement"	""	""	"Reference"	""	""	"n/a"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"n/a"	""	""
"27_77"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"27_77"	"wild type"	""	""	"Glucose 12C"	""	""	"MALDI (population level) measurement"	""	""	"Reference"	""	""	"n/a"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"n/a"	""	""
"27_78"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"27_78"	"wild type"	""	""	"Glucose 12C"	""	""	"MALDI (population level) measurement"	""	""	"Reference"	""	""	"n/a"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"n/a"	""	""
"27_79"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"27_79"	"wild type"	""	""	"Glucose 12C"	""	""	"MALDI (population level) measurement"	""	""	"Reference"	""	""	"n/a"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"n/a"	""	""
"27_80"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"27_80"	"wild type"	""	""	"Glucose 12C"	""	""	"MALDI (population level) measurement"	""	""	"Reference"	""	""	"n/a"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"n/a"	""	""
"27_81"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"27_81"	"wild type"	""	""	"Glucose 12C"	""	""	"MALDI (population level) measurement"	""	""	"Reference"	""	""	"n/a"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"n/a"	""	""
"27_82"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"27_82"	"wild type"	""	""	"Glucose 12C"	""	""	"MALDI (population level) measurement"	""	""	"Reference"	""	""	"n/a"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"n/a"	""	""
"27_83"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"27_83"	"wild type"	""	""	"Glucose 12C"	""	""	"MALDI (population level) measurement"	""	""	"Reference"	""	""	"n/a"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"n/a"	""	""
"27_84"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"27_84"	"wild type"	""	""	"Glucose 12C"	""	""	"MALDI (population level) measurement"	""	""	"Reference"	""	""	"n/a"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"n/a"	""	""
"27_85"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"27_85"	"wild type"	""	""	"Glucose 12C"	""	""	"MALDI (population level) measurement"	""	""	"Reference"	""	""	"n/a"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"n/a"	""	""
"27_86"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"27_86"	"wild type"	""	""	"Glucose 12C"	""	""	"MALDI (population level) measurement"	""	""	"Reference"	""	""	"n/a"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"n/a"	""	""
"27_87"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"27_87"	"wild type"	""	""	"Glucose 12C"	""	""	"MALDI (population level) measurement"	""	""	"Reference"	""	""	"n/a"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"n/a"	""	""
"27_88"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"27_88"	"wild type"	""	""	"Glucose 12C"	""	""	"MALDI (population level) measurement"	""	""	"Reference"	""	""	"n/a"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"n/a"	""	""
"27_89"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"27_89"	"wild type"	""	""	"Glucose 12C"	""	""	"MALDI (population level) measurement"	""	""	"Reference"	""	""	"n/a"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"n/a"	""	""
"27_90"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"27_90"	"wild type"	""	""	"Glucose 12C"	""	""	"MALDI (population level) measurement"	""	""	"Reference"	""	""	"n/a"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"n/a"	""	""
"27_91"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"27_91"	"wild type"	""	""	"Glucose 12C"	""	""	"MALDI (population level) measurement"	""	""	"Reference"	""	""	"n/a"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"n/a"	""	""
"27_92"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"27_92"	"wild type"	""	""	"Glucose 12C"	""	""	"MALDI (population level) measurement"	""	""	"Reference"	""	""	"n/a"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"n/a"	""	""
"27_93"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"27_93"	"wild type"	""	""	"Glucose 12C"	""	""	"MALDI (population level) measurement"	""	""	"Reference"	""	""	"n/a"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"n/a"	""	""
"27_94"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"27_94"	"wild type"	""	""	"Glucose 12C"	""	""	"MALDI (population level) measurement"	""	""	"Reference"	""	""	"n/a"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"n/a"	""	""
"27_95"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"27_95"	"wild type"	""	""	"Glucose 12C"	""	""	"MALDI (population level) measurement"	""	""	"Reference"	""	""	"n/a"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"n/a"	""	""
"28_1"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"28_MSMS_Cells_Pyruvic acid"	"wild type"	""	""	"Glucose 12C"	""	""	"MS/MS"	""	""	"Reference"	""	""	"n/a"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"n/a"	""	""
"28_2"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"28_MSMS_Cells_Oxaloacetate"	"wild type"	""	""	"Glucose 12C"	""	""	"MS/MS"	""	""	"Reference"	""	""	"n/a"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"n/a"	""	""
"28_3"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"28_MSMS_Cells_Aspartic acid"	"wild type"	""	""	"Glucose 12C"	""	""	"MS/MS"	""	""	"Reference"	""	""	"n/a"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"n/a"	""	""
"28_4"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"28_MSMS_Cells_Glutamic acid"	"wild type"	""	""	"Glucose 12C"	""	""	"MS/MS"	""	""	"Reference"	""	""	"n/a"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"n/a"	""	""
"28_5"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"28_MSMS_Cells_Phosphoenolpyruvate"	"wild type"	""	""	"Glucose 12C"	""	""	"MS/MS"	""	""	"Reference"	""	""	"n/a"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"n/a"	""	""
"28_6"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"28_MSMS_Cells_Dihydroxyacetone / glyceraldehyde phosphate"	"wild type"	""	""	"Glucose 12C"	""	""	"MS/MS"	""	""	"Reference"	""	""	"n/a"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"n/a"	""	""
"28_7"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"28_MSMS_Cells_Citric acid"	"wild type"	""	""	"Glucose 12C"	""	""	"MS/MS"	""	""	"Reference"	""	""	"n/a"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"n/a"	""	""
"28_8"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"28_MSMS_Cells_Glucose phosphate / Fructose Phosphate"	"wild type"	""	""	"Glucose 12C"	""	""	"MS/MS"	""	""	"Reference"	""	""	"n/a"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"n/a"	""	""
"28_9"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"28_MSMS_Cells_Sedoheptulose phosphate"	"wild type"	""	""	"Glucose 12C"	""	""	"MS/MS"	""	""	"Reference"	""	""	"n/a"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"n/a"	""	""
"28_10"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"28_MSMS_Cells_Fructose bisphosphate"	"wild type"	""	""	"Glucose 12C"	""	""	"MS/MS"	""	""	"Reference"	""	""	"n/a"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"n/a"	""	""
"28_11"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"28_MSMS_Cells_Adenosine monophosphate"	"wild type"	""	""	"Glucose 12C"	""	""	"MS/MS"	""	""	"Reference"	""	""	"n/a"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"n/a"	""	""
"28_12"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"28_MSMS_Cells_Uridine diphosphate"	"wild type"	""	""	"Glucose 12C"	""	""	"MS/MS"	""	""	"Reference"	""	""	"n/a"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"n/a"	""	""
"28_13"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"28_MSMS_Cells_Adenosine diphosphate"	"wild type"	""	""	"Glucose 12C"	""	""	"MS/MS"	""	""	"Reference"	""	""	"n/a"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"n/a"	""	""
"28_14"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"28_MSMS_Cells_Guanosine diphosphate"	"wild type"	""	""	"Glucose 12C"	""	""	"MS/MS"	""	""	"Reference"	""	""	"n/a"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"n/a"	""	""
"28_15"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"28_MSMS_Cells_Uridine triphosphate"	"wild type"	""	""	"Glucose 12C"	""	""	"MS/MS"	""	""	"Reference"	""	""	"n/a"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"n/a"	""	""
"28_16"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"28_MSMS_Cells_Adenosine triphosphate"	"wild type"	""	""	"Glucose 12C"	""	""	"MS/MS"	""	""	"Reference"	""	""	"n/a"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"n/a"	""	""
"28_17"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"28_MSMS_Cells_Guanosine triphosphate"	"wild type"	""	""	"Glucose 12C"	""	""	"MS/MS"	""	""	"Reference"	""	""	"n/a"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"n/a"	""	""
"28_18"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"28_MSMS_Cells_Uridine diphosphate glucose"	"wild type"	""	""	"Glucose 12C"	""	""	"MS/MS"	""	""	"Reference"	""	""	"n/a"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"n/a"	""	""
"28_19"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"28_MSMS_Cells_Acetyl coenzyme A"	"wild type"	""	""	"Glucose 12C"	""	""	"MS/MS"	""	""	"Reference"	""	""	"n/a"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"n/a"	""	""
"29_1"	"reference compound"	"BAO"	"http://www.bioassayontology.org/bao#BAO_0002092"	""	""	""	"pure substance"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_60003"	"Sample collection"	"29_MSMS_Std_Pyruvic acid"	"n/a"	""	""	"n/a"	""	""	"MS/MS"	""	""	"Reference"	""	""	"n/a"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"n/a"	""	""
"29_2"	"reference compound"	"BAO"	"http://www.bioassayontology.org/bao#BAO_0002092"	""	""	""	"pure substance"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_60003"	"Sample collection"	"29_MSMS_Std_Oxaloacetate"	"n/a"	""	""	"n/a"	""	""	"MS/MS"	""	""	"Reference"	""	""	"n/a"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"n/a"	""	""
"29_3"	"reference compound"	"BAO"	"http://www.bioassayontology.org/bao#BAO_0002092"	""	""	""	"pure substance"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_60003"	"Sample collection"	"29_MSMS_Std_Aspartic acid"	"n/a"	""	""	"n/a"	""	""	"MS/MS"	""	""	"Reference"	""	""	"n/a"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"n/a"	""	""
"29_4"	"reference compound"	"BAO"	"http://www.bioassayontology.org/bao#BAO_0002092"	""	""	""	"pure substance"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_60003"	"Sample collection"	"29_MSMS_Std_Glutamic acid"	"n/a"	""	""	"n/a"	""	""	"MS/MS"	""	""	"Reference"	""	""	"n/a"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"n/a"	""	""
"29_5"	"reference compound"	"BAO"	"http://www.bioassayontology.org/bao#BAO_0002092"	""	""	""	"pure substance"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_60003"	"Sample collection"	"29_MSMS_Std_Phosphoenolpyruvate"	"n/a"	""	""	"n/a"	""	""	"MS/MS"	""	""	"Reference"	""	""	"n/a"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"n/a"	""	""
"29_6"	"reference compound"	"BAO"	"http://www.bioassayontology.org/bao#BAO_0002092"	""	""	""	"pure substance"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_60003"	"Sample collection"	"29_MSMS_Std_Dihydroxyacetone / glyceraldehyde phosphate"	"n/a"	""	""	"n/a"	""	""	"MS/MS"	""	""	"Reference"	""	""	"n/a"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"n/a"	""	""
"29_7"	"reference compound"	"BAO"	"http://www.bioassayontology.org/bao#BAO_0002092"	""	""	""	"pure substance"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_60003"	"Sample collection"	"29_MSMS_Std_Citric acid"	"n/a"	""	""	"n/a"	""	""	"MS/MS"	""	""	"Reference"	""	""	"n/a"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"n/a"	""	""
"29_8"	"reference compound"	"BAO"	"http://www.bioassayontology.org/bao#BAO_0002092"	""	""	""	"pure substance"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_60003"	"Sample collection"	"29_MSMS_Std_Glucose phosphate / Fructose Phosphate"	"n/a"	""	""	"n/a"	""	""	"MS/MS"	""	""	"Reference"	""	""	"n/a"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"n/a"	""	""
"29_9"	"reference compound"	"BAO"	"http://www.bioassayontology.org/bao#BAO_0002092"	""	""	""	"pure substance"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_60003"	"Sample collection"	"29_MSMS_Std_Sedoheptulose phosphate"	"n/a"	""	""	"n/a"	""	""	"MS/MS"	""	""	"Reference"	""	""	"n/a"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"n/a"	""	""
"29_10"	"reference compound"	"BAO"	"http://www.bioassayontology.org/bao#BAO_0002092"	""	""	""	"pure substance"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_60003"	"Sample collection"	"29_MSMS_Std_Fructose bisphosphate"	"n/a"	""	""	"n/a"	""	""	"MS/MS"	""	""	"Reference"	""	""	"n/a"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"n/a"	""	""
"29_11"	"reference compound"	"BAO"	"http://www.bioassayontology.org/bao#BAO_0002092"	""	""	""	"pure substance"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_60003"	"Sample collection"	"29_MSMS_Std_Adenosine monophosphate"	"n/a"	""	""	"n/a"	""	""	"MS/MS"	""	""	"Reference"	""	""	"n/a"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"n/a"	""	""
