"Sample Name"	"Factor Value[Run order]"	"Term Source REF"	"Term Accession Number"	"Factor Value[Batch run order]"	"Term Source REF"	"Term Accession Number"	"Protocol REF"	"Parameter Value[Post Extraction]"	"Parameter Value[Derivatization]"	"Extract Name"	"Protocol REF"	"Parameter Value[Chromatography Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Column model]"	"Parameter Value[Column type]"	"Labeled Extract Name"	"Label"	"Term Source REF"	"Term Accession Number"	"Protocol REF"	"Parameter Value[Scan polarity]"	"Parameter Value[Scan m/z range]"	"Parameter Value[Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Ion source]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Mass analyzer]"	"Term Source REF"	"Term Accession Number"	"MS Assay Name"	"Raw Spectral Data File"	"Protocol REF"	"Normalization Name"	"Derived Spectral Data File"	"Protocol REF"	"Data Transformation Name"	"Metabolite Assignment File"
"2026410"	"788"	""	""	"11"	""	""	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 100 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_140610_130"	"VT_140610_130.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_neg_mahpic_04_metabolite_profiling_mass_spectrometry_maf.tsv"
"2026410"	"789"	""	""	"11"	""	""	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 100 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_140610_132"	"VT_140610_132.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_neg_mahpic_04_metabolite_profiling_mass_spectrometry_maf.tsv"
"2189061"	"790"	""	""	"11"	""	""	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 100 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_140610_134"	"VT_140610_134.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_neg_mahpic_04_metabolite_profiling_mass_spectrometry_maf.tsv"
"2189061"	"791"	""	""	"11"	""	""	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 100 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_140610_136"	"VT_140610_136.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_neg_mahpic_04_metabolite_profiling_mass_spectrometry_maf.tsv"
"2189061"	"792"	""	""	"11"	""	""	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 100 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_140610_138"	"VT_140610_138.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_neg_mahpic_04_metabolite_profiling_mass_spectrometry_maf.tsv"
"QSTD"	"793"	""	""	"11"	""	""	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 100 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_140610_140"	"VT_140610_140.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_neg_mahpic_04_metabolite_profiling_mass_spectrometry_maf.tsv"
"QSTD"	"794"	""	""	"11"	""	""	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 100 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_140610_142"	"VT_140610_142.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_neg_mahpic_04_metabolite_profiling_mass_spectrometry_maf.tsv"
"QSTD"	"795"	""	""	"11"	""	""	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 100 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_140610_144"	"VT_140610_144.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_neg_mahpic_04_metabolite_profiling_mass_spectrometry_maf.tsv"
"QSTD"	"796"	""	""	"12"	""	""	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 100 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_140611_002"	"VT_140611_002.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_neg_mahpic_04_metabolite_profiling_mass_spectrometry_maf.tsv"
"QSTD"	"797"	""	""	"12"	""	""	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 100 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_140611_004"	"VT_140611_004.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_neg_mahpic_04_metabolite_profiling_mass_spectrometry_maf.tsv"
"QSTD"	"798"	""	""	"12"	""	""	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 100 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_140611_006"	"VT_140611_006.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_neg_mahpic_04_metabolite_profiling_mass_spectrometry_maf.tsv"
"2189062"	"799"	""	""	"12"	""	""	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 100 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_140611_008"	"VT_140611_008.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_neg_mahpic_04_metabolite_profiling_mass_spectrometry_maf.tsv"
"2189062"	"800"	""	""	"12"	""	""	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 100 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_140611_010"	"VT_140611_010.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_neg_mahpic_04_metabolite_profiling_mass_spectrometry_maf.tsv"
"2189062"	"801"	""	""	"12"	""	""	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 100 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_140611_012"	"VT_140611_012.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_neg_mahpic_04_metabolite_profiling_mass_spectrometry_maf.tsv"
"1981167"	"802"	""	""	"12"	""	""	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 100 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_140611_014"	"VT_140611_014.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_neg_mahpic_04_metabolite_profiling_mass_spectrometry_maf.tsv"
"1981167"	"803"	""	""	"12"	""	""	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 100 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_140611_016"	"VT_140611_016.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_neg_mahpic_04_metabolite_profiling_mass_spectrometry_maf.tsv"
"1981167"	"804"	""	""	"12"	""	""	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 100 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_140611_018"	"VT_140611_018.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_neg_mahpic_04_metabolite_profiling_mass_spectrometry_maf.tsv"
"1985548"	"805"	""	""	"12"	""	""	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 100 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_140611_020"	"VT_140611_020.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_neg_mahpic_04_metabolite_profiling_mass_spectrometry_maf.tsv"
"1985548"	"806"	""	""	"12"	""	""	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 100 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_140611_022"	"VT_140611_022.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_neg_mahpic_04_metabolite_profiling_mass_spectrometry_maf.tsv"
"1985548"	"807"	""	""	"12"	""	""	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 100 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_140611_024"	"VT_140611_024.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_neg_mahpic_04_metabolite_profiling_mass_spectrometry_maf.tsv"
"1986962"	"808"	""	""	"12"	""	""	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 100 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_140611_026"	"VT_140611_026.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_neg_mahpic_04_metabolite_profiling_mass_spectrometry_maf.tsv"
"1986962"	"809"	""	""	"12"	""	""	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 100 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_140611_028"	"VT_140611_028.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_neg_mahpic_04_metabolite_profiling_mass_spectrometry_maf.tsv"
"1986962"	"810"	""	""	"12"	""	""	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 100 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_140611_030"	"VT_140611_030.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_neg_mahpic_04_metabolite_profiling_mass_spectrometry_maf.tsv"
"1990911"	"811"	""	""	"12"	""	""	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 100 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_140611_032"	"VT_140611_032.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_neg_mahpic_04_metabolite_profiling_mass_spectrometry_maf.tsv"
"1990911"	"812"	""	""	"12"	""	""	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 100 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_140611_034"	"VT_140611_034.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_neg_mahpic_04_metabolite_profiling_mass_spectrometry_maf.tsv"
"1990911"	"813"	""	""	"12"	""	""	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 100 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_140611_036"	"VT_140611_036.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_neg_mahpic_04_metabolite_profiling_mass_spectrometry_maf.tsv"
"1993036"	"814"	""	""	"12"	""	""	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 100 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_140611_038"	"VT_140611_038.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_neg_mahpic_04_metabolite_profiling_mass_spectrometry_maf.tsv"
"1993036"	"815"	""	""	"12"	""	""	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 100 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_140611_040"	"VT_140611_040.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_neg_mahpic_04_metabolite_profiling_mass_spectrometry_maf.tsv"
"1993036"	"816"	""	""	"12"	""	""	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 100 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_140611_042"	"VT_140611_042.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_neg_mahpic_04_metabolite_profiling_mass_spectrometry_maf.tsv"
"2010125"	"817"	""	""	"12"	""	""	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 100 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_140611_044"	"VT_140611_044.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_neg_mahpic_04_metabolite_profiling_mass_spectrometry_maf.tsv"
"2010125"	"818"	""	""	"12"	""	""	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 100 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_140611_046"	"VT_140611_046.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_neg_mahpic_04_metabolite_profiling_mass_spectrometry_maf.tsv"
"2010125"	"819"	""	""	"12"	""	""	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 100 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_140611_048"	"VT_140611_048.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_neg_mahpic_04_metabolite_profiling_mass_spectrometry_maf.tsv"
"2012637"	"820"	""	""	"12"	""	""	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 100 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_140611_050"	"VT_140611_050.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_neg_mahpic_04_metabolite_profiling_mass_spectrometry_maf.tsv"
"2012637"	"821"	""	""	"12"	""	""	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 100 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_140611_052"	"VT_140611_052.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_neg_mahpic_04_metabolite_profiling_mass_spectrometry_maf.tsv"
"2012637"	"822"	""	""	"12"	""	""	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 100 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_140611_054"	"VT_140611_054.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_neg_mahpic_04_metabolite_profiling_mass_spectrometry_maf.tsv"
"2014519"	"823"	""	""	"12"	""	""	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 100 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_140611_056"	"VT_140611_056.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_neg_mahpic_04_metabolite_profiling_mass_spectrometry_maf.tsv"
"2014519"	"824"	""	""	"12"	""	""	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 100 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_140611_058"	"VT_140611_058.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_neg_mahpic_04_metabolite_profiling_mass_spectrometry_maf.tsv"
"2014519"	"825"	""	""	"12"	""	""	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 100 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_140611_060"	"VT_140611_060.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_neg_mahpic_04_metabolite_profiling_mass_spectrometry_maf.tsv"
"2018931"	"826"	""	""	"12"	""	""	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 100 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_140611_062"	"VT_140611_062.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_neg_mahpic_04_metabolite_profiling_mass_spectrometry_maf.tsv"
"2018931"	"827"	""	""	"12"	""	""	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 100 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_140611_064"	"VT_140611_064.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_neg_mahpic_04_metabolite_profiling_mass_spectrometry_maf.tsv"
"2018931"	"828"	""	""	"12"	""	""	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 100 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_140611_066"	"VT_140611_066.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_neg_mahpic_04_metabolite_profiling_mass_spectrometry_maf.tsv"
"2021448"	"829"	""	""	"12"	""	""	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 100 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_140611_068"	"VT_140611_068.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_neg_mahpic_04_metabolite_profiling_mass_spectrometry_maf.tsv"
"2021448"	"830"	""	""	"12"	""	""	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 100 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_140611_070"	"VT_140611_070.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_neg_mahpic_04_metabolite_profiling_mass_spectrometry_maf.tsv"
